gender,SeniorCitizen,Partner,Dependents,Antiguedad,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
Female,0,Yes,Yes,33,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.63,1944.949
Female,0,No,Yes,12,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,72.95,1856.834
Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.87,2050.397
Male,0,Yes,No,9,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,78.03,43.69
Female,0,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,22.21,512.729
Male,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.44,127.269
Female,0,Yes,No,6,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.57,1287.058
Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,86.42,6704.595
Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),81.57,508.798
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.77,7234.58
Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.81,623.372
Male,0,No,No,32,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.27,547.863
Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,48.63,84.234
Female,1,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.29,2277.812
Female,0,Yes,No,25,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),50.89,710.482
Female,0,No,No,57,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),76.45,2210.341
Female,0,Yes,No,30,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),29.94,711.102
Male,0,No,No,22,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.63,3763.101
Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.98,1455.196
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,102.731
Female,0,Yes,No,58,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),90.81,5116.188
Female,1,No,No,52,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),84.23,964.147
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.38,4101.321
Female,0,Yes,Yes,67,Yes,Yes,No,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.99,988.844
Female,1,Yes,No,50,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),22.12,3735.902
Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,75.44,6086.41
Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.19,6481.062
Male,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.99,2070.251
Male,0,Yes,Yes,29,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,35.2,1053.069
Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),77.44,1998.58
Female,0,No,No,61,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),53.03,5250.864
Male,1,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.09,312.542
Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.78,6001.09
Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.78,18.8
Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),112.43,3381.529
Female,1,Yes,Yes,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,104.11,3419.519
Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.1,75.174
Male,1,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),87.14,1693.167
Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.5,18.8
Male,0,No,No,36,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.32,864.055
Female,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.6,893.473
Male,0,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),95.03,3205.944
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.98,167.792
Female,1,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.56,6751.35
Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.28,141.212
Male,0,Yes,Yes,8,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.36,1374.73
Female,0,Yes,No,1,Yes,No,No,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.04,127.068
Female,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,62.97,664.833
Female,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,53.12,739.995
Female,0,No,No,20,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),79.66,450.803
Female,0,No,No,14,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,82.18,690.123
Female,0,No,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),71.12,5856.906
Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.74,2694.419
Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),79.91,1556.001
Female,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,31.9,18.8
Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.44,174.282
Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.25,1322.235
Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.66,18.8
Female,0,No,No,29,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),40.11,4146.602
Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.3,77.229
Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.74,753.626
Male,0,No,No,2,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,32.26,18.8
Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,3452.923
Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,One year,Yes,Mailed check,80.58,288.415
Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.24,1370.462
Female,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.29,737.386
Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.93,824.11
Female,0,Yes,No,44,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,74.96,4358.492
Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.41,219.865
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.7,121.945
Female,1,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,75.15,387.637
Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),81.02,6067.356
Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.92,896.602
Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.29,45.989
Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),110.29,6971.842
Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.21,745.216
Female,0,Yes,Yes,0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.2,587.236
Male,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.89,224.772
Female,0,No,No,33,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,45.32,794.652
Female,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.93,755.093
Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.41,1842.378
Female,0,No,No,7,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,47.03,113.432
Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.58,624.357
Male,1,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,77.44,74.845
Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.79,4382.694
Female,0,No,No,7,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,33.63,591.241
Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.6,8040.098
Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.49,649.038
Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),49.78,784.114
Female,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.53,5839.892
Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,80.47,6781.991
Female,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.44,4126.05
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.83,281.436
Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.02,568.29
Female,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.93,688.216
Female,0,No,Yes,12,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.2,18.8
Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),83.49,462.438
Female,0,No,Yes,42,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.56,770.033
Female,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,40.22,926.703
Female,0,No,Yes,39,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.3,3005.701
Female,1,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.72,1029.019
Male,1,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),93.78,206.494
Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,75.22,4298.76
Female,0,Yes,Yes,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),77.74,4939.164
Male,0,No,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.11,95.92
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.86,70.72
Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.09,577.696
Female,1,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.23,6584.877
Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.33,1581.12
Male,0,No,No,41,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),33.42,4551.859
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.02,20.693
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.0,4891.502
Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.6,712.838
Male,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),81.77,6795.426
Female,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.85,571.82
Female,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.34,910.486
Male,0,Yes,No,69,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.86,6200.342
Female,0,No,No,13,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.35,289.894
Female,0,Yes,Yes,40,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),51.76,808.039
Male,0,No,No,59,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),44.8,3220.946
Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,103.23,3807.527
Male,1,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,73.01,1308.15
Female,1,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),92.22,3823.042
Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.98,233.587
Female,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.27,7027.438
Female,1,Yes,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.31,941.56
Female,0,Yes,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.55,1908.804
Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.2,987.967
Female,1,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.22,482.03
Female,1,No,No,54,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.36,4794.568
Male,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,103.66,4726.506
Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),41.0,580.147
Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.73,810.74
Female,0,Yes,No,40,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),34.34,2988.999
Female,0,No,No,66,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.56,5549.052
Female,0,Yes,No,45,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),88.0,5070.235
Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),44.01,1463.641
Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,344.457
Male,0,No,Yes,28,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),84.28,573.062
Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.51,568.071
Female,0,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),84.14,5727.134
Male,1,Yes,No,52,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,108.95,1109.583
Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.23,499.847
Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.28,420.668
Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,94.48,5361.494
Male,0,No,No,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.9,4456.88
